(240, 240)
(14, 50, 42, 135)
(13, 80, 43, 40)
(203, 159, 43, 44)
(55, 206, 43, 45)
(51, 23, 43, 46)
(214, 155, 43, 47)
(42, 115, 43, 48)
(36, 18, 43, 49)
(6, 15, 43, 50)
(172, 99, 43, 51)
(218, 81, 43, 52)
(16, 123, 43, 53)
(33, 123, 43, 54)
(237, 107, 43, 55)
(187, 1, 43, 56)
(74, 184, 43, 57)
(80, 75, 43, 58)
(248, 240, 43, 59)
(196, 191, 43, 60)
(203, 241, 43, 61)
(122, 108, 43, 62)
(227, 97, 43, 63)
(141, 2, 43, 64)
(124, 173, 43, 65)
(113, 192, 43, 66)
(170, 127, 43, 67)
(166, 243, 43, 69)
(13, 5, 43, 70)
(14, 55, 43, 75)
(88, 185, 43, 76)
(142, 225, 43, 77)
(123, 115, 43, 104)
(73, 246, 43, 105)
(222, 171, 43, 108)
(159, 158, 43, 112)
(12, 35, 43, 113)
(31, 66, 43, 114)
(254, 238, 43, 115)
(118, 221, 43, 116)
(233, 74, 43, 117)
(116, 90, 43, 118)
(225, 198, 43, 119)
(34, 139, 43, 120)
(93, 176, 43, 121)
(85, 51, 43, 122)
(175, 101, 43, 123)
(158, 213, 43, 124)
(108, 25, 43, 125)
(79, 193, 43, 126)
(195, 99, 43, 127)
(178, 64, 43, 128)
(47, 245, 43, 129)
(62, 41, 43, 130)
(115, 27, 43, 131)
(120, 148, 43, 133)
(5, 128, 43, 134)
(104, 104, 43, 135)
(59, 45, 44, 41)
(221, 73, 44, 42)
(100, 244, 44, 43)
(39, 157, 44, 44)
(153, 192, 44, 45)
(86, 56, 44, 46)
(118, 125, 44, 47)
(35, 176, 44, 48)
(10, 93, 44, 49)
(80, 182, 44, 50)
(105, 9, 44, 51)
(3, 183, 44, 52)
(82, 3, 44, 53)
(12, 60, 44, 54)
(65, 82, 44, 55)
(55, 189, 44, 56)
(171, 207, 44, 57)
(46, 148, 44, 58)
(105, 165, 44, 59)
(50, 86, 44, 60)
(143, 158, 44, 61)
(159, 82, 44, 62)
(198, 199, 44, 63)
(114, 168, 44, 64)
(179, 160, 44, 65)
(132, 75, 44, 66)
(235, 86, 44, 67)
(227, 21, 44, 68)
(162, 14, 44, 69)
(105, 27, 44, 71)
(80, 160, 44, 73)
(111, 152, 44, 74)
(177, 174, 44, 77)
(215, 219, 44, 78)
(223, 250, 44, 105)
(199, 12, 44, 106)
(49, 235, 44, 109)
(21, 52, 44, 110)
(7, 176, 44, 112)
(220, 246, 44, 113)
(36, 252, 44, 114)
(238, 110, 44, 115)
(54, 42, 44, 116)
(209, 147, 44, 117)
(175, 57, 44, 118)
(178, 120, 44, 119)
(118, 249, 44, 120)
(214, 225, 44, 121)
(36, 35, 44, 122)
(66, 105, 44, 123)
(33, 0, 44, 124)
(89, 215, 44, 125)
(99, 229, 44, 126)
(28, 58, 44, 127)
(156, 54, 44, 128)
(80, 128, 44, 129)
(188, 120, 44, 130)
(45, 19, 44, 131)
(188, 84, 44, 132)
(186, 164, 44, 133)
(70, 192, 45, 41)
(135, 18, 45, 42)
(39, 133, 45, 43)
(3, 196, 45, 44)
(191, 75, 45, 45)
(77, 50, 45, 46)
(160, 143, 45, 47)
(135, 172, 45, 48)
(109, 165, 45, 49)
(39, 113, 45, 50)
(225, 15, 45, 51)
(127, 56, 45, 52)
(97, 134, 45, 53)
(31, 186, 45, 54)
(72, 39, 45, 55)
(133, 62, 45, 56)
(103, 28, 45, 57)
(40, 20, 45, 58)
(228, 41, 45, 59)
(139, 229, 45, 60)
(172, 227, 45, 61)
(2, 180, 45, 62)
(25, 99, 45, 63)
(246, 59, 45, 64)
(34, 14, 45, 65)
(212, 85, 45, 66)
(210, 107, 45, 67)
(60, 168, 45, 68)
(96, 229, 45, 69)
(14, 171, 45, 70)
(81, 67, 45, 71)
(33, 168, 45, 73)
(240, 245, 45, 74)
(0, 12, 45, 78)
(16, 28, 45, 79)
(9, 174, 45, 104)
(50, 77, 45, 107)
(246, 223, 45, 108)
(113, 37, 45, 110)
(21, 94, 45, 111)
(227, 207, 45, 112)
(122, 81, 45, 113)
(49, 106, 45, 114)
(60, 99, 45, 115)
(124, 230, 45, 116)
(121, 240, 45, 117)
(9, 13, 45, 118)
(77, 70, 45, 119)
(230, 157, 45, 120)
(198, 7, 45, 121)
(94, 122, 45, 122)
(55, 145, 45, 123)
(66, 71, 45, 124)
(211, 245, 45, 125)
(138, 251, 45, 126)
(128, 217, 45, 127)
(170, 149, 45, 128)
(185, 115, 45, 129)
(64, 251, 45, 130)
(33, 62, 45, 131)
(219, 212, 45, 135)
(116, 147, 46, 40)
(131, 182, 46, 41)
(34, 224, 46, 42)
(58, 249, 46, 43)
(52, 36, 46, 44)
(128, 33, 46, 45)
(189, 34, 46, 46)
(67, 104, 46, 47)
(229, 29, 46, 48)
(189, 240, 46, 49)
(45, 111, 46, 50)
(119, 1, 46, 51)
(102, 139, 46, 52)
(40, 98, 46, 53)
(197, 96, 46, 54)
(61, 63, 46, 55)
(32, 105, 46, 56)
(112, 63, 46, 57)
(138, 207, 46, 58)
(98, 242, 46, 59)
(50, 100, 46, 60)
(3, 193, 46, 61)
(150, 35, 46, 62)
(52, 46, 46, 63)
(1, 94, 46, 64)
(81, 224, 46, 65)
(11, 248, 46, 66)
(61, 208, 46, 67)
(132, 123, 46, 68)
(217, 122, 46, 69)
(196, 34, 46, 70)
(157, 100, 46, 71)
(49, 39, 46, 72)
(25, 245, 46, 73)
(126, 206, 46, 75)
(47, 7, 46, 76)
(86, 101, 46, 77)
(65, 207, 46, 105)
(20, 236, 46, 108)
(91, 58, 46, 109)
(136, 90, 46, 110)
(197, 40, 46, 111)
(184, 116, 46, 112)
(109, 211, 46, 113)
(59, 35, 46, 114)
(235, 128, 46, 115)
(83, 43, 46, 116)
(17, 110, 46, 117)
(138, 74, 46, 118)
(96, 85, 46, 119)
(105, 147, 46, 120)
(109, 105, 46, 121)
(68, 188, 46, 122)
(22, 49, 46, 123)
(45, 124, 46, 124)
(135, 4, 46, 125)
(144, 54, 46, 126)
(157, 155, 46, 127)
(203, 240, 46, 128)
(152, 39, 46, 129)
(6, 163, 46, 130)
(83, 75, 46, 131)
(255, 122, 46, 132)
(214, 35, 46, 133)
(55, 222, 47, 40)
(33, 131, 47, 41)
(7, 120, 47, 42)
(181, 151, 47, 43)
(41, 74, 47, 44)
(246, 228, 47, 45)
(182, 122, 47, 46)
(102, 167, 47, 47)
(111, 178, 47, 48)
(254, 61, 47, 49)
(7, 230, 47, 50)
(54, 210, 47, 51)
(244, 219, 47, 52)
(137, 237, 47, 53)
(182, 121, 47, 54)
(2, 150, 47, 55)
(43, 114, 47, 56)
(80, 168, 47, 57)
(55, 242, 47, 58)
(222, 72, 47, 59)
(255, 29, 47, 60)
(107, 40, 47, 61)
(108, 79, 47, 62)
(105, 140, 47, 63)
(8, 218, 47, 64)
(211, 131, 47, 65)
(236, 85, 47, 66)
(98, 39, 47, 67)
(156, 21, 47, 68)
(29, 159, 47, 69)
(86, 145, 47, 70)
(159, 76, 47, 71)
(221, 234, 47, 72)
(100, 197, 47, 73)
(186, 17, 47, 74)
(83, 155, 47, 76)
(13, 50, 47, 79)
(62, 193, 47, 104)
(233, 94, 47, 106)
(212, 211, 47, 107)
(69, 40, 47, 108)
(249, 81, 47, 109)
(211, 252, 47, 110)
(92, 19, 47, 111)
(153, 143, 47, 112)
(245, 1, 47, 113)
(245, 225, 47, 114)
(44, 134, 47, 115)
(31, 231, 47, 116)
(162, 237, 47, 117)
(155, 89, 47, 118)
(183, 148, 47, 119)
(232, 77, 47, 120)
(227, 145, 47, 121)
(184, 59, 47, 122)
(108, 197, 47, 123)
(160, 144, 47, 124)
(17, 42, 47, 125)
(111, 162, 47, 126)
(228, 26, 47, 127)
(101, 44, 47, 128)
(161, 151, 47, 129)
(11, 103, 47, 130)
(199, 138, 47, 131)
(12, 76, 47, 133)
(214, 110, 47, 134)
(108, 38, 47, 135)
(41, 12, 48, 27)
(91, 136, 48, 29)
(164, 157, 48, 30)
(165, 36, 48, 32)
(3, 228, 48, 33)
(14, 74, 48, 34)
(2, 38, 48, 35)
(122, 212, 48, 36)
(159, 47, 48, 37)
(68, 194, 48, 38)
(166, 130, 48, 39)
(175, 122, 48, 40)
(170, 223, 48, 41)
(242, 50, 48, 42)
(205, 217, 48, 43)
(151, 178, 48, 44)
(71, 77, 48, 45)
(210, 151, 48, 46)
(178, 145, 48, 47)
(155, 52, 48, 48)
(180, 9, 48, 49)
(127, 180, 48, 50)
(198, 27, 48, 51)
(185, 213, 48, 52)
(236, 94, 48, 53)
(49, 18, 48, 54)
(131, 228, 48, 55)
(120, 183, 48, 56)
(229, 12, 48, 57)
(205, 216, 48, 58)
(209, 231, 48, 59)
(154, 34, 48, 60)
(164, 36, 48, 61)
(157, 231, 48, 62)
(28, 173, 48, 63)
(232, 189, 48, 64)
(63, 95, 48, 65)
(19, 80, 48, 66)
(237, 164, 48, 67)
(53, 202, 48, 68)
(200, 24, 48, 69)
(236, 8, 48, 70)
(149, 254, 48, 71)
(146, 218, 48, 72)
(252, 80, 48, 73)
(93, 139, 48, 78)
(65, 63, 48, 96)
(220, 3, 48, 97)
(80, 4, 48, 98)
(84, 234, 48, 99)
(170, 76, 48, 100)
(228, 206, 48, 101)
(171, 1, 48, 102)
(79, 85, 48, 103)
(94, 84, 48, 104)
(64, 203, 48, 105)
(226, 126, 48, 106)
(154, 30, 48, 107)
(152, 22, 48, 108)
(255, 101, 48, 109)
(60, 250, 48, 110)
(184, 200, 48, 111)
(180, 212, 48, 112)
(64, 8, 48, 113)
(24, 79, 48, 114)
(157, 204, 48, 115)
(15, 147, 48, 116)
(25, 8, 48, 117)
(247, 43, 48, 118)
(69, 145, 48, 119)
(99, 46, 48, 120)
(111, 101, 48, 121)
(152, 234, 48, 122)
(13, 214, 48, 123)
(214, 229, 48, 124)
(61, 3, 48, 125)
(44, 205, 48, 126)
(44, 66, 48, 127)
(34, 249, 48, 128)
(188, 166, 48, 129)
(45, 197, 48, 130)
(249, 72, 48, 131)
(9, 4, 48, 132)
(14, 72, 48, 133)
(20, 125, 48, 134)
(87, 166, 48, 135)
(61, 138, 48, 136)
(155, 121, 48, 137)
(62, 11, 48, 138)
(61, 182, 48, 139)
(16, 134, 48, 140)
(100, 38, 48, 141)
(193, 132, 48, 142)
(175, 127, 48, 143)
(120, 132, 49, 24)
(173, 158, 49, 25)
(245, 116, 49, 26)
(188, 140, 49, 27)
(102, 193, 49, 31)
(228, 88, 49, 32)
(184, 169, 49, 33)
(248, 219, 49, 34)
(40, 90, 49, 35)
(30, 99, 49, 36)
(171, 178, 49, 37)
(165, 203, 49, 38)
(163, 188, 49, 39)
(68, 230, 49, 40)
(38, 68, 49, 41)
(180, 65, 49, 42)
(223, 59, 49, 43)
(159, 229, 49, 44)
(197, 95, 49, 45)
(66, 209, 49, 46)
(108, 31, 49, 47)
(133, 177, 49, 48)
(220, 92, 49, 49)
(29, 227, 49, 50)
(106, 72, 49, 51)
(183, 42, 49, 52)
(12, 154, 49, 53)
(34, 61, 49, 54)
(1, 243, 49, 55)
(52, 59, 49, 56)
(128, 65, 49, 57)
(140, 27, 49, 58)
(91, 16, 49, 59)
(158, 108, 49, 60)
(219, 40, 49, 61)
(21, 248, 49, 62)
(45, 232, 49, 63)
(233, 191, 49, 64)
(61, 120, 49, 65)
(143, 60, 49, 66)
(177, 213, 49, 67)
(203, 49, 49, 68)
(195, 111, 49, 69)
(44, 113, 49, 70)
(205, 248, 49, 71)
(57, 98, 49, 72)
(42, 124, 49, 75)
(249, 0, 49, 76)
(191, 8, 49, 78)
(112, 127, 49, 96)
(121, 202, 49, 97)
(4, 137, 49, 98)
(141, 0, 49, 99)
(44, 10, 49, 100)
(57, 97, 49, 101)
(150, 23, 49, 102)
(157, 39, 49, 103)
(166, 102, 49, 104)
(75, 241, 49, 105)
(201, 153, 49, 106)
(83, 183, 49, 107)
(0, 170, 49, 108)
(224, 38, 49, 109)
(175, 161, 49, 110)
(110, 26, 49, 111)
(116, 184, 49, 112)
(221, 131, 49, 113)
(14, 27, 49, 114)
(145, 58, 49, 115)
(23, 119, 49, 116)
(238, 217, 49, 117)
(161, 237, 49, 118)
(60, 119, 49, 119)
(108, 159, 49, 120)
(15, 211, 49, 121)
(143, 132, 49, 122)
(197, 192, 49, 123)
(244, 187, 49, 124)
(11, 176, 49, 125)
(39, 22, 49, 126)
(123, 126, 49, 127)
(211, 201, 49, 128)
(172, 238, 49, 129)
(21, 179, 49, 130)
(32, 139, 49, 131)
(14, 129, 49, 132)
(197, 106, 49, 133)
(235, 188, 49, 134)
(236, 70, 49, 135)
(35, 126, 49, 136)
(125, 183, 49, 137)
(126, 98, 49, 138)
(78, 153, 49, 139)
(43, 100, 49, 140)
(25, 103, 49, 141)
(19, 242, 49, 142)
(0, 59, 49, 143)
(216, 31, 50, 28)
(120, 77, 50, 32)
(47, 66, 50, 33)
(15, 166, 50, 34)
(24, 236, 50, 35)
(200, 179, 50, 36)
(153, 17, 50, 37)
(96, 200, 50, 38)
(3, 52, 50, 39)
(222, 85, 50, 40)
(204, 11, 50, 41)
(98, 241, 50, 42)
(141, 213, 50, 43)
(76, 195, 50, 44)
(59, 115, 50, 45)
(85, 129, 50, 46)
(192, 242, 50, 47)
(151, 10, 50, 48)
(176, 190, 50, 49)
(96, 223, 50, 50)
(40, 254, 50, 51)
(210, 124, 50, 52)
(52, 198, 50, 53)
(174, 142, 50, 54)
(155, 244, 50, 55)
(138, 155, 50, 56)
(19, 151, 50, 57)
(157, 85, 50, 58)
(228, 243, 50, 59)
(167, 134, 50, 60)
(22, 112, 50, 61)
(112, 77, 50, 62)
(56, 60, 50, 63)
(46, 163, 50, 64)
(242, 21, 50, 65)
(3, 114, 50, 66)
(191, 176, 50, 67)
(81, 74, 50, 68)
(57, 167, 50, 69)
(235, 14, 50, 70)
(146, 144, 50, 74)
(5, 93, 50, 75)
(142, 155, 50, 78)
(158, 250, 50, 79)
(254, 248, 50, 96)
(50, 180, 50, 97)
(172, 125, 50, 98)
(123, 22, 50, 99)
(118, 138, 50, 100)
(145, 60, 50, 101)
(36, 188, 50, 102)
(71, 148, 50, 103)
(74, 255, 50, 104)
(87, 80, 50, 105)
(171, 149, 50, 106)
(107, 186, 50, 107)
(162, 37, 50, 108)
(106, 207, 50, 109)
(74, 114, 50, 110)
(45, 12, 50, 111)
(74, 121, 50, 112)
(212, 76, 50, 113)
(109, 124, 50, 114)
(199, 139, 50, 115)
(99, 141, 50, 116)
(102, 187, 50, 117)
(23, 12, 50, 118)
(175, 224, 50, 119)
(210, 67, 50, 120)
(124, 174, 50, 121)
(111, 136, 50, 122)
(213, 64, 50, 123)
(1, 171, 50, 124)
(151, 136, 50, 125)
(168, 2, 50, 126)
(245, 10, 50, 127)
(242, 100, 50, 128)
(192, 30, 50, 129)
(156, 65, 50, 130)
(223, 181, 50, 131)
(241, 236, 50, 132)
(167, 218, 50, 133)
(86, 247, 50, 134)
(106, 222, 50, 135)
(233, 152, 50, 136)
(233, 196, 50, 137)
(10, 51, 50, 138)
(55, 208, 50, 139)
(149, 122, 50, 140)
(16, 50, 50, 141)
(195, 160, 50, 142)
(199, 190, 50, 143)
(145, 91, 51, 25)
(113, 162, 51, 26)
(252, 122, 51, 31)
(109, 3, 51, 32)
(212, 133, 51, 33)
(43, 121, 51, 34)
(137, 98, 51, 35)
(208, 146, 51, 36)
(233, 201, 51, 37)
(87, 6, 51, 38)
(117, 22, 51, 39)
(166, 66, 51, 40)
(64, 234, 51, 41)
(100, 252, 51, 42)
(126, 51, 51, 43)
(33, 187, 51, 44)
(111, 127, 51, 45)
(101, 43, 51, 46)
(154, 225, 51, 47)
(65, 115, 51, 48)
(190, 93, 51, 49)
(201, 82, 51, 50)
(73, 185, 51, 51)
(25, 118, 51, 52)
(137, 1, 51, 53)
(8, 75, 51, 54)
(160, 38, 51, 55)
(199, 191, 51, 56)
(144, 232, 51, 57)
(16, 95, 51, 58)
(29, 160, 51, 59)
(221, 216, 51, 60)
(185, 245, 51, 61)
(138, 201, 51, 62)
(136, 237, 51, 63)
(84, 166, 51, 64)
(122, 30, 51, 65)
(34, 81, 51, 66)
(102, 185, 51, 67)
(79, 120, 51, 68)
(236, 45, 51, 70)
(181, 160, 51, 71)
(49, 78, 51, 72)
(198, 180, 51, 73)
(228, 34, 51, 74)
(247, 176, 51, 78)
(147, 134, 51, 96)
(146, 64, 51, 97)
(33, 200, 51, 98)
(220, 235, 51, 99)
(202, 99, 51, 100)
(115, 116, 51, 101)
(180, 181, 51, 102)
(58, 28, 51, 103)
(164, 130, 51, 104)
(100, 69, 51, 105)
(68, 43, 51, 106)
(184, 191, 51, 107)
(221, 9, 51, 108)
(76, 233, 51, 109)
(91, 228, 51, 110)
(220, 75, 51, 111)
(24, 199, 51, 112)
(215, 165, 51, 113)
(121, 154, 51, 114)
(55, 220, 51, 115)
(93, 86, 51, 116)
(118, 124, 51, 117)
(175, 41, 51, 118)
(231, 41, 51, 119)
(15, 247, 51, 120)
(5, 223, 51, 121)
(247, 0, 51, 122)
(208, 52, 51, 123)
(150, 132, 51, 124)
(65, 86, 51, 125)
(179, 28, 51, 126)
(27, 3, 51, 127)
(112, 125, 51, 128)
(204, 30, 51, 129)
(106, 123, 51, 130)
(127, 197, 51, 131)
(151, 205, 51, 132)
(74, 18, 51, 133)
(142, 24, 51, 134)
(40, 131, 51, 135)
(221, 76, 51, 136)
(7, 132, 51, 137)
(24, 103, 51, 138)
(56, 147, 51, 139)
(219, 95, 51, 140)
(199, 56, 51, 141)
(13, 242, 51, 142)
(201, 157, 51, 143)
(97, 203, 52, 28)
(252, 65, 52, 29)
(230, 48, 52, 32)
(199, 36, 52, 33)
(118, 198, 52, 34)
(157, 166, 52, 35)
(195, 46, 52, 36)
(195, 66, 52, 37)
(111, 8, 52, 38)
(24, 12, 52, 39)
(81, 20, 52, 40)
(31, 42, 52, 41)
(231, 97, 52, 42)
(113, 103, 52, 43)
(96, 210, 52, 44)
(159, 173, 52, 45)
(146, 111, 52, 46)
(185, 214, 52, 47)
(105, 47, 52, 48)
(96, 174, 52, 49)
(85, 189, 52, 50)
(76, 117, 52, 51)
(238, 99, 52, 52)
(226, 156, 52, 53)
(195, 69, 52, 54)
(174, 136, 52, 55)
(217, 94, 52, 56)
(199, 37, 52, 57)
(49, 22, 52, 58)
(149, 243, 52, 59)
(68, 202, 52, 60)
(228, 116, 52, 61)
(171, 127, 52, 62)
(148, 19, 52, 63)
(251, 182, 52, 64)
(226, 243, 52, 65)
(221, 17, 52, 66)
(74, 237, 52, 67)
(218, 204, 52, 68)
(200, 173, 52, 69)
(229, 34, 52, 77)
(194, 74, 52, 78)
(4, 241, 52, 96)
(44, 96, 52, 97)
(17, 249, 52, 98)
(7, 18, 52, 99)
(202, 161, 52, 100)
(55, 213, 52, 101)
(135, 251, 52, 102)
(86, 102, 52, 103)
(54, 177, 52, 104)
(229, 211, 52, 105)
(163, 164, 52, 106)
(59, 28, 52, 107)
(37, 140, 52, 108)
(92, 73, 52, 109)
(111, 79, 52, 110)
(223, 54, 52, 111)
(64, 23, 52, 112)
(133, 176, 52, 113)
(8, 153, 52, 114)
(130, 103, 52, 115)
(215, 204, 52, 116)
(31, 46, 52, 117)
(102, 45, 52, 118)
(148, 3, 52, 119)
(197, 179, 52, 120)
(165, 210, 52, 121)
(140, 251, 52, 122)
(105, 82, 52, 123)
(73, 165, 52, 124)
(212, 22, 52, 125)
(84, 253, 52, 126)
(79, 117, 52, 127)
(47, 139, 52, 128)
(194, 173, 52, 129)
(179, 121, 52, 130)
(14, 19, 52, 131)
(49, 59, 52, 132)
(244, 53, 52, 133)
(29, 76, 52, 134)
(96, 140, 52, 135)
(181, 201, 52, 136)
(89, 76, 52, 137)
(212, 202, 52, 138)
(186, 51, 52, 139)
(232, 33, 52, 140)
(235, 60, 52, 141)
(64, 95, 52, 142)
(190, 46, 52, 143)
(102, 30, 53, 24)
(205, 6, 53, 27)
(10, 207, 53, 30)
(235, 219, 53, 31)
(161, 72, 53, 32)
(98, 164, 53, 33)
(168, 139, 53, 34)
(61, 141, 53, 35)
(251, 202, 53, 36)
(29, 248, 53, 37)
(9, 44, 53, 38)
(145, 81, 53, 39)
(116, 132, 53, 40)
(38, 158, 53, 41)
(132, 229, 53, 42)
(233, 34, 53, 43)
(190, 10, 53, 44)
(3, 179, 53, 45)
(76, 101, 53, 46)
(56, 81, 53, 47)
(216, 125, 53, 48)
(151, 49, 53, 49)
(57, 141, 53, 50)
(211, 74, 53, 51)
(205, 65, 53, 52)
(134, 0, 53, 53)
(103, 136, 53, 54)
(120, 144, 53, 55)
(142, 220, 53, 56)
(144, 56, 53, 57)
(14, 130, 53, 58)
(192, 163, 53, 59)
(104, 161, 53, 60)
(23, 159, 53, 61)
(43, 127, 53, 62)
(188, 29, 53, 63)
(229, 155, 53, 64)
(178, 56, 53, 65)
(239, 226, 53, 66)
(103, 186, 53, 68)
(123, 208, 53, 70)
(78, 79, 53, 73)
(91, 152, 53, 74)
(55, 163, 53, 75)
(208, 220, 53, 78)
(168, 231, 53, 79)
(51, 172, 53, 96)
(65, 18, 53, 97)
(140, 173, 53, 98)
(194, 46, 53, 99)
(145, 184, 53, 100)
(234, 156, 53, 101)
(159, 25, 53, 102)
(126, 110, 53, 103)
(36, 12, 53, 104)
(66, 72, 53, 105)
(152, 93, 53, 106)
(186, 186, 53, 107)
(1, 68, 53, 108)
(84, 135, 53, 109)
(238, 183, 53, 110)
(151, 189, 53, 111)
(214, 86, 53, 112)
(49, 206, 53, 113)
(57, 101, 53, 114)
(253, 142, 53, 115)
(181, 188, 53, 116)
(62, 28, 53, 117)
(243, 28, 53, 118)
(12, 151, 53, 119)
(71, 163, 53, 120)
(76, 138, 53, 121)
(57, 77, 53, 122)
(174, 15, 53, 123)
(243, 82, 53, 124)
